Region,Sales,Profit,Date,Units Sold,Product Category
Maharashtra,4167.66,676.08,21-07-2023,79,Books
Gujarat,3588.24,1254.3,09-12-2023,81,Clothing
Rajasthan,8171.32,991.32,02-03-2023,112,Electronics
Kerala,7234.07,801.34,11-04-2023,136,Electronics
Punjab,5047.68,925.38,06-06-2023,63,Books
Kerala,7870.45,670.38,21-06-2023,69,Furniture
Punjab,1784.4,910.5,16-09-2023,131,Electronics
Haryana,3355.2,1633.15,03-12-2023,102,Electronics
Kerala,7427.6,1857,06-06-2023,105,Books
Karnataka,3731.7,273.34,10-02-2023,137,Books
Gujarat,1353.63,1079.45,25-12-2023,68,Books
Rajasthan,6702.8,1028,15-02-2023,79,Books
Rajasthan,6170.68,966.2,23-01-2023,135,Electronics
Haryana,7708.93,672.52,12-07-2023,140,Furniture
Punjab,8098.15,502.14,16-02-2023,32,Electronics
Karnataka,7445.25,946.89,20-10-2023,51,Clothing
Karnataka,2027.06,1495.09,26-02-2023,115,Clothing
Haryana,4043.79,127.19,11-05-2023,11,Electronics
Punjab,1544.82,1981.47,19-06-2023,34,Clothing
Kerala,8666.07,1232.08,28-02-2023,90,Electronics
Haryana,8620.24,574.41,06-04-2023,93,Books
Kerala,9439.58,791.08,24-08-2023,121,Furniture
Kerala,6118.04,1467.56,05-08-2023,15,Electronics
Kerala,9720.65,262.86,01-09-2023,79,Furniture
Kerala,9683.01,1462.4,04-06-2023,13,Clothing
Karnataka,8011.91,257.65,20-11-2023,127,Furniture
Karnataka,6703.33,734.92,23-06-2023,109,Clothing
Maharashtra,2653.83,1582.54,22-07-2023,2,Furniture
Kerala,503.31,102.96,17-11-2023,98,Electronics
Karnataka,2167.71,1123.47,15-11-2023,86,Clothing
Maharashtra,4115.99,1305.59,05-07-2023,95,Electronics
Karnataka,6304.49,974.75,21-03-2023,31,Books
Rajasthan,8019.57,1108.4,01-05-2023,117,Electronics
Punjab,5283.7,808.23,15-09-2023,142,Clothing
Maharashtra,9911.08,1208.19,16-12-2023,76,Furniture
Haryana,4814.97,438.96,25-01-2023,57,Books
Haryana,1308.98,451.28,07-01-2023,125,Furniture
Kerala,1756.65,1161.29,30-03-2023,45,Furniture
Karnataka,7774.29,290.25,22-03-2023,22,Furniture
Rajasthan,2300.04,1639.25,21-12-2023,62,Furniture
Kerala,6181.43,213.15,04-12-2023,120,Electronics
Maharashtra,8456.43,1494.33,03-03-2023,96,Electronics
Punjab,5044.69,1730.18,09-09-2023,58,Clothing
Maharashtra,4137.37,1036.49,23-12-2023,148,Electronics
Karnataka,4494.94,163.65,15-11-2023,15,Clothing
Maharashtra,4678.03,858.12,12-01-2023,142,Books
Rajasthan,8068.17,770.29,04-02-2023,141,Books
Punjab,2232.33,121.57,01-10-2023,140,Clothing
Maharashtra,4038.79,296.89,05-02-2023,26,Books
Gujarat,3727.26,299.23,24-04-2023,91,Books
Punjab,3782.91,1952.69,24-07-2023,16,Clothing
Rajasthan,4678.92,1044.77,19-03-2023,103,Furniture
Rajasthan,6126.39,1952,16-07-2023,126,Electronics
Punjab,9355.94,1209.85,28-07-2023,126,Clothing
Haryana,1279.83,1713.38,26-01-2023,25,Clothing
Punjab,8949.78,1181.7,09-07-2023,9,Electronics
Haryana,8632.41,1946.57,28-10-2023,150,Furniture
Gujarat,6244.61,1765.55,07-01-2023,101,Clothing
Maharashtra,9010.72,835.29,20-12-2023,111,Clothing
Karnataka,3814.88,251.8,26-06-2023,67,Electronics
Maharashtra,4235.27,1152.27,04-04-2023,127,Furniture
Punjab,8759.48,588.37,14-12-2023,15,Electronics
Punjab,6884.97,1868.39,21-02-2023,15,Furniture
Karnataka,1883.74,1793.74,06-07-2023,99,Furniture
Karnataka,3719.26,982.01,09-08-2023,27,Clothing
Kerala,5727,1168.21,15-02-2023,116,Clothing
Haryana,5283.31,1325.78,12-12-2023,85,Furniture
Kerala,6757.39,1459.35,23-06-2023,9,Books
Kerala,4406.07,1184.08,16-05-2023,123,Furniture
Kerala,7414.46,1041.92,03-09-2023,10,Books
Punjab,2850.54,1889.45,14-10-2023,116,Electronics
Maharashtra,4836.55,838.05,07-11-2023,40,Electronics
Punjab,3090.58,584.97,02-02-2023,137,Furniture
Maharashtra,6022.15,1294.8,09-09-2023,133,Clothing
Punjab,1381.14,1968.8,05-02-2023,39,Clothing
Rajasthan,8419.14,172.82,19-02-2023,114,Clothing
Haryana,7050.1,1446.93,21-07-2023,42,Books
Maharashtra,2812.19,166.13,08-01-2023,124,Clothing
Haryana,4204.95,291.51,06-04-2023,78,Electronics
Karnataka,7921.31,1585.82,24-04-2023,3,Books
Kerala,6735.42,1596.37,07-02-2023,87,Electronics
Punjab,8230.5,994.46,13-06-2023,133,Electronics
Rajasthan,806.92,1255.7,07-03-2023,97,Furniture
Punjab,1899.1,1423.73,03-01-2023,128,Electronics
Karnataka,4612.69,207.45,01-06-2023,59,Furniture
Karnataka,6417.95,904.02,01-08-2023,62,Books
Gujarat,4346.59,924.86,15-07-2023,134,Clothing
Karnataka,1406.63,1345.31,05-07-2023,20,Furniture
Gujarat,7050.28,1895.19,26-05-2023,115,Clothing
Gujarat,5402.31,165.82,01-07-2023,89,Clothing
Punjab,2975.87,499.82,09-08-2023,35,Books
Rajasthan,1725.69,1682.97,06-08-2023,8,Books
Rajasthan,992.29,205.73,20-08-2023,97,Furniture
Rajasthan,2716.04,1235.88,21-07-2023,64,Clothing
Gujarat,9800.86,813.64,25-02-2023,120,Books
Gujarat,6934.5,167.48,28-06-2023,131,Clothing
Rajasthan,8069.71,1625.03,10-11-2023,25,Clothing
Punjab,7816.26,1788.45,06-02-2023,33,Electronics
Rajasthan,8945.63,1959.48,02-03-2023,54,Electronics
Rajasthan,7640.21,411.81,10-07-2023,10,Clothing
Maharashtra,9377.8,265.21,25-11-2023,127,Books
Kerala,588.55,1048.43,27-05-2023,68,Clothing
Karnataka,8757.09,1786.55,05-06-2023,117,Books
Gujarat,9973.34,1827.51,04-02-2023,16,Books
Haryana,1929.46,1282.93,02-11-2023,94,Electronics
Haryana,1595.73,1855.88,13-07-2023,43,Furniture
Maharashtra,8866.71,807.2,24-10-2023,81,Clothing
Rajasthan,6230.94,1150.35,29-10-2023,131,Books
Rajasthan,8923.13,1266.96,27-12-2023,109,Books
Haryana,6467.12,950.3,19-04-2023,129,Books
Karnataka,2286.82,1164.88,08-03-2023,28,Electronics
Punjab,4437.35,167.08,29-07-2023,141,Electronics
Rajasthan,1631.41,89.91,19-05-2023,116,Furniture
Maharashtra,1309.23,565.65,30-07-2023,8,Books
Kerala,5300.63,286.74,27-07-2023,122,Clothing
Punjab,1816.41,421.27,30-10-2023,30,Books
Punjab,4791.24,197.97,11-05-2023,29,Clothing
Gujarat,8750.3,1508.08,22-11-2023,111,Furniture
Punjab,6671.82,1655.7,21-08-2023,97,Furniture
Punjab,2711.17,304.12,20-01-2023,16,Books
Kerala,1226.74,881,27-06-2023,100,Books
Rajasthan,1970.38,348.2,25-07-2023,90,Clothing
Punjab,1219.34,219.13,01-01-2023,43,Furniture
Rajasthan,9331.84,1894.48,15-10-2023,112,Clothing
Maharashtra,3102.78,1778.8,31-10-2023,38,Clothing
Punjab,9711.39,1913.77,03-10-2023,61,Electronics
Gujarat,4549.89,1260.27,29-06-2023,135,Electronics
Maharashtra,2088.94,1569.61,10-10-2023,105,Electronics
Karnataka,9321.16,340.85,21-06-2023,114,Books
Kerala,3996.68,1206.84,20-02-2023,113,Books
Gujarat,784.69,1537.81,27-09-2023,118,Electronics
Kerala,5327.24,272.68,29-08-2023,118,Clothing
Maharashtra,1490,955.5,10-03-2023,67,Electronics
Rajasthan,2046.53,1018.92,16-10-2023,145,Furniture
Punjab,5682.37,353.25,15-07-2023,65,Electronics
Kerala,8449.85,133.34,29-03-2023,3,Furniture
Punjab,3151.01,1530.95,08-02-2023,42,Furniture
Maharashtra,4507.85,1520.84,20-05-2023,101,Books
Karnataka,4310.6,1153.66,23-11-2023,144,Furniture
Punjab,1331.99,537.28,14-05-2023,139,Electronics
Maharashtra,6335.21,273.23,11-06-2023,114,Electronics
Rajasthan,1827.3,868.81,05-10-2023,59,Furniture
Gujarat,1250.05,153.11,19-03-2023,96,Clothing
Punjab,2736.36,1313.01,28-10-2023,32,Books
Rajasthan,8041.87,1144.7,10-09-2023,75,Books
Rajasthan,8915.6,166.78,21-01-2023,122,Clothing
Gujarat,8902.47,568.57,09-08-2023,63,Clothing
Gujarat,7789.08,404.79,10-02-2023,84,Electronics
Gujarat,1861.39,476.15,30-06-2023,116,Clothing
Rajasthan,2628.9,712.59,26-10-2023,112,Clothing
Haryana,3912.18,694.94,17-02-2023,94,Books
Rajasthan,652.16,142.12,27-12-2023,39,Clothing
Rajasthan,5901.88,896.35,08-12-2023,81,Books
Haryana,9980.97,1479.91,24-11-2023,141,Electronics
Kerala,3181.87,603.15,29-08-2023,15,Clothing
Haryana,6734.46,1561.02,14-09-2023,123,Electronics
Maharashtra,1166.32,446.07,11-12-2023,141,Electronics
Kerala,606.78,245.74,07-03-2023,100,Clothing
Karnataka,9831.25,1826.49,09-09-2023,53,Books
Gujarat,2587.63,377.87,14-01-2023,69,Furniture
Rajasthan,1472.25,1666.37,28-04-2023,89,Electronics
Haryana,3420.28,663.13,24-01-2023,117,Clothing
Maharashtra,4569.03,1909.27,12-12-2023,77,Books
Karnataka,3685.68,758.74,03-07-2023,133,Furniture
Gujarat,1845.9,179.35,29-08-2023,72,Furniture
Kerala,4722.73,1287.85,06-04-2023,99,Electronics
Maharashtra,4668.21,697.05,23-07-2023,30,Books
Maharashtra,2169.21,210.6,22-07-2023,136,Clothing
Kerala,5860.26,1939.49,24-03-2023,66,Furniture
Gujarat,3491,1483.69,22-02-2023,51,Clothing
Karnataka,9271.3,896.09,16-02-2023,64,Furniture
Maharashtra,2831.62,1011.37,14-04-2023,26,Electronics
Haryana,7993.74,1017.76,02-04-2023,18,Furniture
Rajasthan,4609.9,284.05,15-06-2023,17,Furniture
Gujarat,2512.15,909.66,06-01-2023,18,Clothing
Haryana,3663.87,950.2,31-08-2023,33,Books
Haryana,5086.75,347.36,30-10-2023,86,Clothing
Haryana,7265.13,638,23-07-2023,115,Electronics
Maharashtra,7963.89,326.98,19-07-2023,78,Books
Rajasthan,5486.51,1523.71,02-10-2023,67,Furniture
Kerala,830.04,1514.19,18-04-2023,118,Furniture
Rajasthan,7136,1080.94,27-01-2023,121,Electronics
Punjab,3763.61,366.55,03-09-2023,84,Electronics
Maharashtra,7780.81,1498.31,26-05-2023,69,Books
Maharashtra,7021.8,266.69,13-05-2023,132,Furniture
Rajasthan,9956.47,1064.31,21-10-2023,24,Books
Kerala,6125.18,789.41,27-03-2023,11,Clothing
Maharashtra,2758.28,254.07,09-04-2023,19,Books
Punjab,7068.81,1483.73,24-11-2023,51,Clothing
Maharashtra,7872.76,1818.39,02-06-2023,134,Electronics
Maharashtra,4282.83,265.62,14-11-2023,87,Clothing
Punjab,628.39,676.42,01-05-2023,145,Electronics
Maharashtra,4520.42,1546.01,19-06-2023,35,Clothing
Maharashtra,2133.9,478.4,29-06-2023,16,Furniture
Punjab,1058.85,1065.16,15-02-2023,142,Electronics
Kerala,1685.68,895.68,08-02-2023,85,Books
Kerala,1147.31,1675.17,11-01-2023,88,Books
Karnataka,8455.98,60.05,14-03-2023,108,Clothing
Maharashtra,5404.65,841.4,25-02-2023,80,Clothing
Gujarat,2836.3,789.11,06-01-2023,137,Clothing
Maharashtra,5698.11,1483.63,03-06-2023,69,Books
Gujarat,1745.2,824.57,06-03-2023,119,Electronics
Karnataka,5703.21,565.43,18-03-2023,72,Books
Karnataka,6001.98,585.27,12-07-2023,106,Books
Rajasthan,2581.43,1997.06,07-06-2023,55,Books
Gujarat,8939.59,203.14,06-12-2023,12,Clothing
Haryana,8704.07,700.2,14-10-2023,104,Books
Rajasthan,4534.66,623.85,15-02-2023,41,Furniture
Rajasthan,7951.76,74.71,20-06-2023,12,Furniture
Punjab,829.14,1485.74,12-10-2023,139,Electronics
Maharashtra,9651.28,475.69,04-04-2023,100,Clothing
Gujarat,6768.73,176.79,22-03-2023,25,Furniture
Rajasthan,4135.87,265.55,18-02-2023,63,Electronics
Karnataka,6822.67,520.05,08-12-2023,40,Electronics
Haryana,4716.21,946.1,06-09-2023,95,Clothing
Haryana,4243.39,1501.95,04-02-2023,131,Furniture
Kerala,8968.57,1953.95,17-09-2023,149,Electronics
Haryana,2462.49,1852.29,11-05-2023,22,Books
Haryana,5198.31,484.32,13-12-2023,16,Furniture
Karnataka,3051.04,1509.84,25-03-2023,83,Clothing
Gujarat,9471.6,305.52,28-07-2023,79,Electronics
Karnataka,6933.47,1891.15,06-01-2023,81,Clothing
Punjab,3898.8,299.38,16-02-2023,1,Furniture
Rajasthan,6878.43,988.24,05-04-2023,64,Clothing
Punjab,7240.17,1501.2,27-04-2023,8,Furniture
Haryana,4210.07,1453.04,21-07-2023,112,Electronics
Haryana,8111.89,586.77,27-01-2023,125,Furniture
Punjab,4646.52,136.66,30-03-2023,80,Books
Haryana,2016.57,1635.04,09-11-2023,7,Furniture
Maharashtra,8928.35,1018.29,31-12-2023,105,Clothing
Rajasthan,6974.49,287.37,01-09-2023,133,Clothing
Punjab,2506.85,1335.44,09-10-2023,44,Books
Rajasthan,6540.84,1900.76,27-08-2023,63,Clothing
Haryana,3592.69,1898.62,23-04-2023,131,Furniture
Rajasthan,2108.8,526.78,01-11-2023,7,Clothing
Karnataka,5469.96,518.4,05-02-2023,64,Books
Karnataka,5914.1,995.15,05-12-2023,48,Books
Gujarat,2984.41,1959.03,21-01-2023,1,Electronics
Haryana,8345.54,474.14,11-09-2023,38,Furniture
Haryana,8443.26,1723.01,29-07-2023,22,Clothing
Punjab,5051.81,721.04,29-04-2023,130,Clothing
Kerala,4464.09,1686.6,11-05-2023,60,Furniture
Punjab,6945.09,525.85,11-09-2023,104,Furniture
Rajasthan,4676.8,296.87,29-04-2023,35,Furniture
Punjab,6010.07,220.03,04-08-2023,27,Furniture
Gujarat,6850,1492.79,20-01-2023,94,Furniture
Maharashtra,6075.1,1236.18,03-02-2023,63,Clothing
Kerala,9996.04,61.57,01-04-2023,67,Furniture
Haryana,4756.66,944.44,20-03-2023,150,Clothing
Maharashtra,6335.09,1759.87,03-05-2023,6,Furniture
Rajasthan,7812.54,1207.92,03-05-2023,17,Electronics
Punjab,5624.93,1917.36,01-07-2023,118,Books
Punjab,3598.21,969.48,09-01-2023,12,Furniture
Kerala,9892.14,569.93,01-05-2023,140,Books
Punjab,816.4,1443.31,17-08-2023,94,Electronics
Gujarat,3583.46,515.09,03-05-2023,137,Books
Karnataka,1643.93,1903.22,24-06-2023,143,Books
Haryana,7670.74,927.69,04-01-2023,64,Clothing
Karnataka,2673.47,1039.06,05-05-2023,66,Books
Gujarat,8912.05,293.04,07-03-2023,40,Books
Kerala,6174.1,1004.65,11-03-2023,90,Clothing
Punjab,2198.17,846.03,10-11-2023,66,Electronics
Maharashtra,7483.11,817.13,02-11-2023,33,Furniture
Maharashtra,4937.93,1839.13,04-12-2023,44,Electronics
Gujarat,2666.15,827.95,13-06-2023,3,Furniture
Gujarat,2521.91,947.85,03-02-2023,58,Furniture
Punjab,2304.73,800.46,30-04-2023,65,Books
Haryana,7826.22,1102.46,30-01-2023,87,Clothing
Maharashtra,7982.67,1445.2,26-09-2023,35,Electronics
Punjab,2137.2,848.2,03-06-2023,57,Electronics
Rajasthan,859.52,54.21,07-01-2023,87,Electronics
Haryana,9696.5,1076.14,25-10-2023,115,Clothing
Haryana,3165.06,1181.03,26-01-2023,9,Electronics
Gujarat,3239.37,1786.46,07-09-2023,73,Electronics
Maharashtra,596.82,670.23,23-02-2023,24,Books
Kerala,7367.22,106.85,05-09-2023,33,Books
Haryana,1371.37,1354.43,21-02-2023,55,Electronics
Maharashtra,2860.88,321.82,28-12-2023,65,Clothing
Gujarat,2623.13,63.77,20-08-2023,63,Furniture
Rajasthan,3584.18,1030.71,01-10-2023,30,Books
Haryana,8511.84,1148.56,13-02-2023,117,Clothing
Haryana,4450.57,207.21,09-03-2023,37,Electronics
Rajasthan,2668.59,1834.77,28-07-2023,78,Clothing
Kerala,1557.68,1630.54,06-06-2023,40,Furniture
Haryana,3097.85,714.49,20-02-2023,89,Books
Gujarat,9799.82,794.14,12-07-2023,120,Clothing
Karnataka,6654.68,528.37,09-05-2023,127,Electronics
Rajasthan,4687.5,1743.88,29-07-2023,4,Clothing
Gujarat,9767.52,330.45,25-11-2023,49,Clothing
Karnataka,1336.17,1917.64,28-07-2023,43,Furniture
Gujarat,2811.13,1053.67,08-03-2023,129,Books
Maharashtra,7837.08,737.06,02-05-2023,55,Clothing
Punjab,6494.84,1951.27,23-10-2023,106,Electronics
Kerala,2427.75,984.77,22-06-2023,88,Books
Maharashtra,2376.23,1066.12,08-09-2023,87,Clothing
Gujarat,7217.43,265.42,04-02-2023,140,Furniture
Karnataka,1505.14,1441.07,05-02-2023,138,Furniture
Haryana,1869,1248.63,03-03-2023,19,Furniture
Rajasthan,5740.75,390.9,21-07-2023,61,Clothing
Rajasthan,2597.92,731.82,22-09-2023,61,Books
Gujarat,9125.15,60.15,17-09-2023,41,Books
Maharashtra,8884.3,545.75,06-07-2023,61,Books
Rajasthan,9214.05,363.16,28-09-2023,123,Furniture
Rajasthan,8225.26,694.94,10-06-2023,57,Furniture
Gujarat,6440.55,1687.34,06-03-2023,112,Clothing
Punjab,6387.77,852.43,16-11-2023,21,Books
Maharashtra,7334.93,976.78,18-01-2023,10,Books
Gujarat,6182.95,423.17,23-08-2023,144,Books
Karnataka,7921.56,162.18,27-04-2023,133,Clothing
Rajasthan,8308.8,805.64,13-02-2023,43,Electronics
Rajasthan,6677.57,677.57,06-02-2023,67,Clothing
Gujarat,7796.35,443.13,12-01-2023,96,Furniture
Gujarat,8820.69,212.35,24-05-2023,42,Clothing
Maharashtra,1918.75,473.15,28-10-2023,25,Furniture
Gujarat,6531.48,1760.62,11-06-2023,109,Furniture
Punjab,3452.55,1348.57,24-12-2023,87,Furniture
Kerala,2257.83,1021.19,03-05-2023,1,Furniture
Rajasthan,4731.9,1411.89,22-03-2023,97,Clothing
Kerala,2189.62,889.38,25-10-2023,130,Clothing
Maharashtra,9760.41,1724.03,08-09-2023,114,Furniture
Kerala,1517.46,750.92,29-09-2023,88,Furniture
Gujarat,2283.01,566.14,26-03-2023,89,Furniture
Maharashtra,3456.01,1491.88,12-02-2023,110,Furniture
Maharashtra,8423.86,642.87,24-04-2023,121,Furniture
Punjab,6070.57,104.12,31-08-2023,10,Clothing
Rajasthan,5557.51,1113.06,24-04-2023,140,Clothing
Rajasthan,4910.47,358.75,09-10-2023,49,Electronics
Rajasthan,5805.92,1887.23,23-02-2023,88,Furniture
Punjab,1259.59,1705.71,06-07-2023,46,Books
Haryana,6166.27,1533.39,17-06-2023,30,Clothing
Punjab,6216.75,1916,02-02-2023,14,Clothing
Kerala,6905.24,1055.22,01-07-2023,56,Furniture
Punjab,7281.72,1466.19,19-11-2023,36,Clothing
Rajasthan,5573.32,495.62,17-08-2023,132,Books
Rajasthan,5136.28,382.95,22-02-2023,119,Books
Punjab,1133.55,822.65,05-09-2023,141,Books
Rajasthan,3528.22,555.46,05-09-2023,22,Furniture
Kerala,2097.07,93,18-03-2023,39,Clothing
Haryana,3020.24,1233.67,03-10-2023,120,Furniture
Gujarat,6388.47,1563.86,10-10-2023,110,Books
Maharashtra,6343.21,1952.53,11-01-2023,84,Furniture
Karnataka,509.12,379.34,12-07-2023,98,Electronics
Haryana,5619.58,908.63,12-01-2023,40,Books
Maharashtra,7050.18,148.41,29-12-2023,68,Electronics
Rajasthan,5255.64,937.11,20-03-2023,21,Furniture
Rajasthan,4130.06,568.06,29-07-2023,30,Clothing
Gujarat,2199.67,1395.72,20-11-2023,5,Furniture
Haryana,5886.2,1229.6,29-09-2023,145,Clothing
Maharashtra,8531.61,382.41,11-05-2023,114,Furniture
Gujarat,7802.59,1356.27,25-03-2023,43,Clothing
Punjab,2288.12,573.94,30-01-2023,80,Clothing
Kerala,7033.34,1319.62,16-08-2023,123,Clothing
Punjab,4663.87,1351.32,25-02-2023,127,Books
Maharashtra,7291.23,424.29,08-11-2023,64,Clothing
Karnataka,6233.74,614.47,14-11-2023,99,Electronics
Karnataka,7980.38,1555.8,22-01-2023,45,Furniture
Kerala,6829.85,1934.87,27-04-2023,119,Books
Karnataka,9710.85,430.96,29-08-2023,98,Clothing
Kerala,8577.95,1988.01,10-08-2023,13,Clothing
Punjab,6774.86,177.64,17-12-2023,69,Books
Gujarat,1783.91,1855.64,05-07-2023,70,Books
Haryana,3484.7,1985.54,11-01-2023,90,Books
Haryana,8565.96,1495.7,13-06-2023,52,Clothing
Rajasthan,5957.08,886.27,14-11-2023,124,Electronics
Karnataka,503.06,761.49,23-03-2023,78,Furniture
Punjab,7836.67,1027.17,26-05-2023,1,Books
Kerala,7491.25,610.03,21-08-2023,124,Books
Kerala,6625.4,1574.72,26-07-2023,14,Electronics
Kerala,6171.18,1624.47,08-02-2023,98,Clothing
Rajasthan,9543.91,450.77,24-12-2023,22,Electronics
Maharashtra,7741.05,1626.61,02-08-2023,1,Clothing
Haryana,7528.5,1365.54,23-01-2023,42,Furniture
Punjab,4079.03,193.78,11-03-2023,56,Clothing
Karnataka,6930.62,1723.11,09-11-2023,85,Electronics
Karnataka,3105.73,1247.42,28-12-2023,11,Electronics
Rajasthan,9620.85,822.56,17-10-2023,99,Furniture
Haryana,3646.17,779.47,04-02-2023,55,Books
Gujarat,7059.83,516.31,09-04-2023,62,Furniture
Karnataka,4314.33,1722.53,07-02-2023,7,Books
Rajasthan,4736,983.88,10-04-2023,125,Electronics
Rajasthan,5388.79,1194.7,11-12-2023,67,Clothing
Kerala,5099.33,596.42,03-12-2023,131,Books
Maharashtra,2604.36,1334.97,15-05-2023,129,Electronics
Maharashtra,1083.94,1906.86,12-06-2023,69,Furniture
Rajasthan,2104.03,1934.64,31-08-2023,138,Books
Punjab,7878.09,151.36,09-04-2023,117,Furniture
Gujarat,1445.19,1689.86,02-02-2023,62,Electronics
Gujarat,7194.48,727.3,20-11-2023,127,Electronics
Punjab,7677.03,1056.41,28-03-2023,66,Electronics
Maharashtra,7380.34,97.74,25-09-2023,92,Clothing
Punjab,2306.94,1351.36,26-10-2023,109,Books
Haryana,6737.58,1651.06,30-11-2023,65,Books
Kerala,5101.72,1224.29,10-01-2023,102,Electronics
Rajasthan,1677.12,1044.82,31-12-2023,46,Furniture
Rajasthan,5815.67,82.02,25-05-2023,87,Electronics
Karnataka,4811.67,1110.03,26-09-2023,63,Clothing
Punjab,7715.82,1401.48,11-10-2023,9,Books
Kerala,8896.63,1931.66,04-06-2023,31,Furniture
Gujarat,9900.74,1709.71,23-01-2023,71,Electronics
Karnataka,1155.62,1432.02,29-09-2023,90,Electronics
Maharashtra,5564.51,1102.03,07-01-2023,72,Clothing
Gujarat,9960.99,237.35,20-11-2023,140,Furniture
Punjab,6969.16,59.83,07-06-2023,147,Books
Rajasthan,1177.54,1916.2,23-03-2023,42,Books
Gujarat,896.19,214.57,16-03-2023,144,Electronics
Maharashtra,4916.95,787.27,04-03-2023,114,Electronics
Maharashtra,7580.62,1317.99,16-08-2023,44,Clothing
Punjab,7875.24,657.31,05-11-2023,110,Furniture
Punjab,3568.3,1380.4,30-03-2023,41,Clothing
Haryana,1741.7,156.64,26-06-2023,5,Clothing
Rajasthan,5695.65,204.38,04-10-2023,149,Electronics
Rajasthan,847.4,1941.42,26-08-2023,125,Clothing
Maharashtra,1862.94,455.02,12-01-2023,133,Clothing
Karnataka,9604.61,1514.05,25-12-2023,54,Electronics
Punjab,8279.26,1334.78,01-06-2023,149,Electronics
Punjab,1177.74,1937.05,22-03-2023,22,Electronics
Rajasthan,9417.21,1125.26,06-12-2023,82,Electronics
Haryana,8131.71,1806.46,22-04-2023,22,Books
Punjab,9555.62,310.67,01-08-2023,74,Furniture
Rajasthan,852.09,1803.67,23-02-2023,138,Books
Kerala,2969.07,1545.39,02-12-2023,16,Books
Haryana,4055.54,358.22,06-05-2023,17,Books
Kerala,7617.24,1672.63,03-03-2023,67,Electronics
Gujarat,9098.15,615.91,18-05-2023,60,Books
Haryana,3118.28,1638.28,06-11-2023,112,Clothing
Karnataka,5612.5,663.74,14-01-2023,53,Furniture
Gujarat,5422.49,1482.48,11-02-2023,119,Clothing
Kerala,7999.49,309,23-08-2023,18,Furniture
Haryana,9306.78,750.67,02-01-2023,69,Electronics
Kerala,8601.35,1753.42,29-10-2023,96,Furniture
Kerala,5749.62,260.48,04-01-2023,149,Clothing
Karnataka,6065.26,1752.84,04-07-2023,42,Furniture
Gujarat,1981.34,509.08,02-09-2023,90,Clothing
Maharashtra,8633.91,661.73,15-04-2023,28,Electronics
Rajasthan,7628.69,1140.07,17-01-2023,40,Books
Rajasthan,1464.43,739.93,02-01-2023,33,Clothing
Rajasthan,5354.33,1490.49,03-03-2023,105,Furniture
Rajasthan,5603.4,1677.2,18-07-2023,144,Clothing
Karnataka,1644.61,1667.38,30-10-2023,18,Furniture
Karnataka,8395.84,610,06-06-2023,18,Furniture
Punjab,5603.4,1378.98,24-02-2023,32,Furniture
Maharashtra,9625.54,1766.37,15-12-2023,30,Clothing
Maharashtra,5182.97,889.31,25-11-2023,94,Clothing
Punjab,9854.22,581.6,29-12-2023,136,Electronics
Maharashtra,7600.42,628.87,20-09-2023,128,Books
Maharashtra,8770.64,685.81,01-07-2023,87,Books
Maharashtra,9670.01,283.28,14-12-2023,57,Electronics
Haryana,8544.38,713.18,08-09-2023,98,Clothing
Maharashtra,4663.43,532.14,29-03-2023,13,Electronics
Karnataka,4165.84,249.01,03-08-2023,109,Electronics
Rajasthan,2321.55,722.42,28-08-2023,87,Clothing
Karnataka,8751.24,664.79,08-05-2023,52,Electronics
Rajasthan,9509.36,977.54,17-04-2023,18,Books
Kerala,3171.3,189.22,04-10-2023,79,Clothing
Karnataka,6421.88,1748.26,19-03-2023,26,Furniture
Rajasthan,1651.27,136.47,23-10-2023,65,Clothing
Gujarat,4059.67,1424.01,04-12-2023,101,Clothing
Rajasthan,7590.15,210.2,23-09-2023,115,Books
Maharashtra,2041.73,253.55,27-05-2023,92,Books
Gujarat,5111.07,675.99,08-03-2023,21,Furniture
Gujarat,4318.98,64.15,26-09-2023,13,Clothing
Punjab,2469.11,1736.27,19-12-2023,101,Clothing
Punjab,2639.37,1674.78,23-06-2023,89,Clothing
Maharashtra,7350.08,1535.63,31-10-2023,140,Books
Haryana,2178.34,1668.79,04-02-2023,86,Electronics
Punjab,7164.44,1594.75,23-03-2023,96,Electronics
Maharashtra,6913.06,656.54,03-12-2023,78,Clothing
Haryana,1613.11,1403.95,26-01-2023,25,Furniture
Punjab,2626.78,1993.03,22-02-2023,47,Electronics
Kerala,1170.59,191.2,07-07-2023,88,Books
Punjab,2532.48,123.04,11-03-2023,83,Clothing
Rajasthan,1992.09,940.79,03-11-2023,102,Clothing
Karnataka,1900.4,759.57,20-02-2023,36,Furniture
Maharashtra,6900.39,514.57,02-01-2023,52,Electronics
Karnataka,6765.6,385.81,27-01-2023,116,Clothing
Gujarat,5570.81,978.75,31-05-2023,35,Furniture
Punjab,4611.06,250.19,09-10-2023,114,Electronics
Kerala,4643.96,462.84,30-10-2023,96,Clothing
Maharashtra,5154.17,1416.83,15-11-2023,144,Furniture
Gujarat,8841.24,1050.82,17-09-2023,144,Electronics
Gujarat,9331.12,847.67,15-09-2023,88,Electronics
Punjab,2601.07,1934.44,06-10-2023,130,Furniture
Punjab,854.58,1886.56,12-04-2023,114,Furniture
Punjab,4426.11,1168.54,11-04-2023,64,Clothing
